time,cmd_dq,state_dq
2.8,-2.85317,-2.44523
2.81,-2.78933,-2.43194
2.82,-2.71448,-2.4851
2.83,-2.62892,-2.61135
2.84,-2.53298,-2.63793
2.85,-2.42705,-2.55819
2.86,-2.31154,-2.17945
2.87,-2.18691,-2.35885
2.88,-2.05364,-2.07978
2.89,-1.91227,-2.12629
2.9,-1.76336,-1.52827
2.91,-1.60748,-1.96017
2.92,-1.44526,-1.74754
2.93,-1.27734,-1.20933
2.94,-1.10437,-1.40202
2.95,-0.927051,-1.34222
2.96,-0.74607,-1.09637
2.97,-0.562144,-0.750846
2.98,-0.376,-0.704333
2.99,-0.188372,-0.245852
3,-3.75239e-13,-0.219274
3.01,0.188372,-0.0797359
3.02,0.376,-0.0664465
3.03,0.562144,-0.0265786
3.04,0.74607,0.0863805
3.05,0.927051,0.159472
3.06,1.10437,0.431903
3.07,1.27734,0.77078
3.08,1.44526,0.784069
3.09,1.60748,1.19604
3.1,1.76336,1.29571
3.11,1.91227,1.309
3.12,2.05364,1.66116
3.13,2.18691,1.52163
3.14,2.31154,2.13293
3.15,2.42705,1.60136
3.16,2.53298,2.32563
3.17,2.62892,2.29905
3.18,2.71448,1.9934
3.19,2.78933,2.27247
3.2,2.85317,2.23925
3.21,2.90575,2.64457
3.22,2.94686,2.56484
3.23,2.97634,2.56484
3.24,2.99408,2.50503
3.25,3,2.49175
3.26,2.99408,2.51832
3.27,2.97634,2.51832
3.28,2.94686,2.63128
3.29,2.90575,2.69773
3.3,2.85317,2.67115
3.31,2.78933,2.69773
3.32,2.71448,2.64457
3.33,2.62892,2.28576
3.34,2.53298,2.4253
3.35,2.42705,2.22596
3.36,2.31154,2.15951
3.37,2.18691,2.25918
3.38,2.05364,1.85386
3.39,1.91227,2.49175
3.4,1.76336,1.82728
3.41,1.60748,1.4884
3.42,1.44526,1.84057
3.43,1.27734,1.56149
3.44,1.10437,1.46182
3.45,0.927051,1.07643
3.46,0.74607,0.877094
3.47,0.562144,0.784069
3.48,0.376,0.491704
3.49,0.188372,0.338877
3.5,5.78111e-13,0.18605
3.51,-0.188372,0.0730912
3.52,-0.376,-0.0664465
3.53,-0.562144,-0.0664465
3.54,-0.74607,-0.132893
3.55,-0.927051,-0.538217
3.56,-1.10437,-0.551506
3.57,-1.27734,-1.06979
3.58,-1.44526,-0.664465
3.59,-1.60748,-0.95683
3.6,-1.76336,-1.41531
3.61,-1.91227,-1.40202
3.62,-2.05364,-1.83392
3.63,-2.18691,-1.63459
3.64,-2.31154,-2.0532
3.65,-2.42705,-1.59472
3.66,-2.53298,-2.02662
3.67,-2.62892,-1.94024
3.68,-2.71448,-2.52497
3.69,-2.78933,-2.41865
3.7,-2.85317,-2.34556
3.71,-2.90575,-2.43194
3.72,-2.94686,-2.79075
3.73,-2.97634,-2.90371
3.74,-2.99408,-2.80404
3.75,-3,-2.6778
3.76,-2.99408,-2.57148
3.77,-2.97634,-2.71102
3.78,-2.94686,-2.79075
3.79,-2.90575,-2.71102
3.8,-2.85317,-2.57148
3.81,-2.78933,-2.49839
3.82,-2.71448,-2.45852
3.83,-2.62892,-2.45852
3.84,-2.53298,-2.49839
3.85,-2.42705,-2.52497
3.86,-2.31154,-2.35885
3.87,-2.18691,-2.15287
3.88,-2.05364,-2.26583
3.89,-1.91227,-1.6811
3.9,-1.76336,-2.19274
3.91,-1.60748,-1.74754
3.92,-1.44526,-1.54156
3.93,-1.27734,-1.28906
3.94,-1.10437,-1.09637
3.95,-0.927051,-0.97012
3.96,-0.74607,-1.02328
3.97,-0.562144,-0.790714
3.98,-0.376,-0.538217
3.99,-0.188372,-0.730912
4,-7.80983e-13,-0.259142
4.01,0.188372,-0.0265786
4.02,0.376,0.0863805
4.03,0.562144,0.172761
4.04,0.74607,0.504994
4.05,0.927051,0.431903
4.06,1.10437,0.239208
4.07,1.27734,0.58473
4.08,1.44526,0.737557
4.09,1.60748,1.16946
4.1,1.76336,1.00334
4.11,1.91227,1.25584
4.12,2.05364,1.32229
4.13,2.18691,1.70103
4.14,2.31154,1.89373
4.15,2.42705,1.88044
4.16,2.53298,1.75419
4.17,2.62892,2.3655
4.18,2.71448,2.4253
4.19,2.78933,2.01997
4.2,2.85317,2.59142
4.21,2.90575,2.63128
4.22,2.94686,2.74424
4.23,2.97634,2.83727
4.24,2.99408,2.63128
4.25,3,2.7974
4.26,2.99408,2.73095
4.27,2.97634,2.74424
4.28,2.94686,2.64457
4.29,2.90575,2.51832
4.3,2.85317,2.43859
4.31,2.78933,2.81069
4.32,2.71448,2.87049
4.33,2.62892,2.77082
4.34,2.53298,2.69773
4.35,2.42705,2.43859
4.36,2.31154,2.4253
4.37,2.18691,2.4253
4.38,2.05364,1.96682
4.39,1.91227,1.93359
4.4,1.76336,2.15951
4.41,1.60748,1.66116
4.42,1.44526,1.47511
4.43,1.27734,1.62794
4.44,1.10437,1.38209
4.45,0.927051,1.04321
4.46,0.74607,0.77078
4.47,0.562144,0.910318
4.48,0.376,0.67111
4.49,0.188372,0.784069
4.5,9.73197e-13,0.0598019
4.51,-0.188372,-0.166116
4.52,-0.376,-0.0797359
4.53,-0.562144,-0.0265786
4.54,-0.74607,-0.305654
4.55,-0.927051,-0.259142
4.56,-1.10437,-0.318943
4.57,-1.27734,-0.38539
4.58,-1.44526,-0.916962
4.59,-1.60748,-1.09637
4.6,-1.76336,-0.97012
4.61,-1.91227,-1.22262
4.62,-2.05364,-1.34222
4.63,-2.18691,-1.52827
4.64,-2.31154,-1.80735
4.65,-2.42705,-2.40536
4.66,-2.53298,-1.87379
4.67,-2.62892,-2.13958
4.68,-2.71448,-2.41865
4.69,-2.78933,-2.2326
4.7,-2.85317,-2.53826
4.71,-2.90575,-2.62464
4.72,-2.94686,-2.72431
4.73,-2.97634,-2.65122
4.74,-2.99408,-2.66451
4.75,-3,-2.65122
4.76,-2.99408,-2.80404
4.77,-2.97634,-2.6778
4.78,-2.94686,-2.59806
4.79,-2.90575,-2.47181
4.8,-2.85317,-2.51168
4.81,-2.78933,-2.62464
4.82,-2.71448,-2.61135
4.83,-2.62892,-2.66451
4.84,-2.53298,-2.72431
4.85,-2.42705,-2.21931
4.86,-2.31154,-2.21931
4.87,-2.18691,-2.34556
4.88,-2.05364,-2.13958
4.89,-1.91227,-2.15287
4.9,-1.76336,-1.60801
4.91,-1.60748,-1.90037
4.92,-1.44526,-1.70768
4.93,-1.27734,-1.60801
4.94,-1.10437,-1.46847
4.95,-0.927051,-1.2492
4.96,-0.74607,-1.0565
4.97,-0.562144,-0.704333
4.98,-0.376,-0.804003
4.99,-0.188372,-0.28572
5,-1.17607e-12,-0.166116
5.01,0.188372,0.0465126
5.02,0.376,0.19934
5.03,0.562144,0.0996698
5.04,0.74607,0.172761
5.05,0.927051,0.431903
5.06,1.10437,0.757491
5.07,1.27734,0.491704
5.08,1.44526,0.850516
5.09,1.60748,0.950186
5.1,1.76336,1.01663
5.11,1.91227,1.24255
5.12,2.05364,1.38209
5.13,2.18691,1.5482
5.14,2.31154,1.56149
5.15,2.42705,2.25918
5.16,2.53298,1.68774
5.17,2.62892,2.43859
5.18,2.71448,2.18609
5.19,2.78933,2.11964
5.2,2.85317,2.59142
5.21,2.90575,2.59142
5.22,2.94686,2.46517
5.23,2.97634,2.47846
5.24,2.99408,2.53161
5.25,3,2.69773
5.26,2.99408,2.75753
5.27,2.97634,2.77082
5.28,2.94686,2.68444
5.29,2.90575,2.69773
5.3,2.85317,2.63128
5.31,2.78933,2.75753
5.32,2.71448,2.81069
5.33,2.62892,2.59142
5.34,2.53298,2.22596
5.35,2.42705,2.51832
5.36,2.31154,2.45188
5.37,2.18691,2.22596
5.38,2.05364,2.18609
5.39,1.91227,1.76748
5.4,1.76336,2.3655
5.41,1.60748,1.57478
5.42,1.44526,1.3688
5.43,1.27734,1.26913
5.44,1.10437,1.07643
5.45,0.927051,1.02992
5.46,0.74607,1.21597
5.47,0.562144,0.724267
5.48,0.376,0.631242
5.49,0.188372,0.531572
5.5,1.37894e-12,0.544862
5.51,-0.188372,0.0730912
5.52,-0.376,-0.0797359
5.53,-0.562144,-0.132893
5.54,-0.74607,-0.358811
5.55,-0.927051,-0.192695
5.56,-1.10437,-0.358811
5.57,-1.27734,-0.438547
5.58,-1.44526,-0.87045
5.59,-1.60748,-1.22262
5.6,-1.76336,-1.0565
5.61,-1.91227,-1.18939
5.62,-2.05364,-1.32893
5.63,-2.18691,-1.70768
5.64,-2.31154,-1.74754
5.65,-2.42705,-2.03991
5.66,-2.53298,-2.25254
5.67,-2.62892,-2.20603
5.68,-2.71448,-2.13958
5.69,-2.78933,-2.0532
5.7,-2.85317,-2.3057
5.71,-2.90575,-2.58477
5.72,-2.94686,-2.65122
5.73,-2.97634,-2.66451
5.74,-2.99408,-2.83062
5.75,-3,-2.55819
5.76,-2.99408,-2.66451
5.77,-2.97634,-2.55819
5.78,-2.94686,-2.58477
5.79,-2.90575,-2.53826
5.8,-2.85317,-2.44523
5.81,-2.78933,-2.53826
5.82,-2.71448,-2.47181
5.83,-2.62892,-2.57148
5.84,-2.53298,-2.66451
5.85,-2.42705,-2.20603
5.86,-2.31154,-2.03991
5.87,-2.18691,-2.37214
5.88,-2.05364,-2.03991
5.89,-1.91227,-2.21931
5.9,-1.76336,-1.80735
5.91,-1.60748,-1.76083
5.92,-1.44526,-1.72097
5.93,-1.27734,-1.56814
5.94,-1.10437,-1.45518
5.95,-0.927051,-1.41531
5.96,-0.74607,-0.943541
5.97,-0.562144,-0.677755
5.98,-0.376,-0.943541
5.99,-0.188372,-0.305654
6,-1.58181e-12,-0.219274
6.01,0.188372,0.0465126
6.02,0.376,0.159472
6.03,0.562144,0.0863805
6.04,0.74607,0.139538
6.05,0.927051,0.478415
6.06,1.10437,0.757491
6.07,1.27734,0.491704
6.08,1.44526,0.863805
6.09,1.60748,0.877094
6.1,1.76336,0.976764
6.11,1.91227,1.29571
6.12,2.05364,1.53492
6.13,2.18691,1.42196
6.14,2.31154,1.56149
6.15,2.42705,2.21267
6.16,2.53298,1.79406
6.17,2.62892,2.4253
6.18,2.71448,2.25918
6.19,2.78933,2.03326
6.2,2.85317,2.6047
6.21,2.90575,2.39208
6.22,2.94686,2.50503
6.23,2.97634,2.51832
6.24,2.99408,2.53161
6.25,3,2.64457
6.26,2.99408,2.73095
6.27,2.97634,2.7974
6.28,2.94686,2.73095
6.29,2.90575,2.61799
6.3,2.85317,2.6047
6.31,2.78933,2.69773
6.32,2.71448,2.74424
6.33,2.62892,2.64457
6.34,2.53298,2.22596
6.35,2.42705,2.57813
6.36,2.31154,2.37879
6.37,2.18691,2.09971
6.38,2.05364,2.11964
6.39,1.91227,1.84057
6.4,1.76336,2.28576
6.41,1.60748,1.70103
6.42,1.44526,1.67445
6.43,1.27734,1.309
6.44,1.10437,1.07643
6.45,0.927051,0.936896
6.46,0.74607,1.25584
6.47,0.562144,0.644531
6.48,0.376,0.697689
6.49,0.188372,0.418613
6.5,1.78469e-12,0.644531
6.51,-0.188372,0.112959
6.52,-0.376,-0.0664465
6.53,-0.562144,-0.259142
6.54,-0.74607,-0.179406
6.55,-0.927051,-0.0265786
6.56,-1.10437,-0.272431
6.57,-1.27734,-0.38539
6.58,-1.44526,-0.85716
6.59,-1.60748,-0.97012
6.6,-1.76336,-0.983409
6.61,-1.91227,-1.36215
6.62,-2.05364,-1.40202
6.63,-2.18691,-1.41531
6.64,-2.31154,-1.58143
6.65,-2.42705,-2.40536
6.66,-2.53298,-1.83392
6.67,-2.62892,-2.20603
6.68,-2.71448,-2.02662
6.69,-2.78933,-2.19274
6.7,-2.85317,-2.55819
6.71,-2.90575,-2.35885
6.72,-2.94686,-2.62464
6.73,-2.97634,-2.62464
6.74,-2.99408,-2.72431
6.75,-3,-2.61135
6.76,-2.99408,-2.62464
6.77,-2.97634,-2.61135
6.78,-2.94686,-2.79075
6.79,-2.90575,-2.66451
6.8,-2.85317,-2.44523
6.81,-2.78933,-2.63793
6.82,-2.71448,-2.66451
6.83,-2.62892,-2.71102
6.84,-2.53298,-2.21931
6.85,-2.42705,-2.17945
6.86,-2.31154,-2.19274
6.87,-2.18691,-2.13958
6.88,-2.05364,-2.2326
6.89,-1.91227,-2.21931
6.9,-1.76336,-1.56814
6.91,-1.60748,-1.59472
6.92,-1.44526,-1.66781
6.93,-1.27734,-1.83392
6.94,-1.10437,-1.48176
6.95,-0.927051,-1.4286
6.96,-0.74607,-0.916962
6.97,-0.562144,-0.651176
6.98,-0.376,-0.930252
6.99,-0.188372,-0.305654
7,-1.98756e-12,-0.192695
7.01,0.188372,-0.0398679
7.02,0.376,0.139538
7.03,0.562144,0.0996698
7.04,0.74607,0.172761
7.05,0.927051,0.465126
7.06,1.10437,0.77078
7.07,1.27734,0.518283
7.08,1.44526,0.863805
7.09,1.60748,0.877094
7.1,1.76336,0.963475
7.11,1.91227,1.16946
7.12,2.05364,1.5482
7.13,2.18691,1.38209
7.14,2.31154,1.76748
7.15,2.42705,2.18609
7.16,2.53298,1.72761
7.17,2.62892,2.39208
7.18,2.71448,2.23925
7.19,2.78933,2.13293
7.2,2.85317,2.5449
7.21,2.90575,2.46517
7.22,2.94686,2.43859
7.23,2.97634,2.57813
7.24,2.99408,2.63128
7.25,3,2.61799
7.26,2.99408,2.74424
7.27,2.97634,2.75753
7.28,2.94686,2.69773
7.29,2.90575,2.63128
7.3,2.85317,2.63128
7.31,2.78933,2.74424
7.32,2.71448,2.7974
7.33,2.62892,2.50503
7.34,2.53298,2.23925
7.35,2.42705,2.53161
7.36,2.31154,2.09971
7.37,2.18691,2.09971
7.38,2.05364,2.18609
7.39,1.91227,1.7409
7.4,1.76336,1.98011
7.41,1.60748,1.75419
7.42,1.44526,1.43525
7.43,1.27734,1.3688
7.44,1.10437,1.1163
7.45,0.927051,0.976764
7.46,0.74607,1.18275
7.47,0.562144,0.657821
7.48,0.376,0.710978
7.49,0.188372,0.491704
7.5,2.19043e-12,0.598019
7.51,-0.188372,0.126248
7.52,-0.376,-0.0265786
7.53,-0.562144,-0.179406
7.54,-0.74607,-0.345522
7.55,-0.927051,-0.119604
7.56,-1.10437,-0.345522
7.57,-1.27734,-0.498349
7.58,-1.44526,-0.843871
7.59,-1.60748,-0.97012
7.6,-1.76336,-0.930252
7.61,-1.91227,-1.16281
7.62,-2.05364,-1.36215
7.63,-2.18691,-1.70768
7.64,-2.31154,-1.73425
7.65,-2.42705,-2.06649
7.66,-2.53298,-2.2326
7.67,-2.62892,-2.03991
7.68,-2.71448,-2.12629
7.69,-2.78933,-2.16616
7.7,-2.85317,-2.4851
7.71,-2.90575,-2.57148
7.72,-2.94686,-2.62464
7.73,-2.97634,-2.57148
7.74,-2.99408,-2.65122
7.75,-3,-2.63793
7.76,-2.99408,-2.6778
7.77,-2.97634,-2.6778
7.78,-2.94686,-2.59806
7.79,-2.90575,-2.45852
7.8,-2.85317,-2.47181
7.81,-2.78933,-2.63793
7.82,-2.71448,-2.61135
7.83,-2.62892,-2.6778
7.84,-2.53298,-2.58477
7.85,-2.42705,-2.2326
7.86,-2.31154,-2.29241
7.87,-2.18691,-2.38543
7.88,-2.05364,-2.01333
7.89,-1.91227,-2.00004
7.9,-1.76336,-1.76083
7.91,-1.60748,-1.60801
7.92,-1.44526,-1.63459
7.93,-1.27734,-1.59472
7.94,-1.10437,-1.45518
7.95,-0.927051,-1.38873
7.96,-0.74607,-0.87045
7.97,-0.562144,-0.651176
7.98,-0.376,-0.883739
7.99,-0.188372,-0.358811
8,-2.3933e-12,-0.119604
8.01,0.188372,-0.0930252
8.02,0.376,0.0996698
8.03,0.562144,0.0996698
8.04,0.74607,0.172761
8.05,0.927051,0.531572
8.06,1.10437,0.724267
8.07,1.27734,0.478415
8.08,1.44526,0.850516
8.09,1.60748,0.990054
8.1,1.76336,0.976764
8.11,1.91227,1.309
8.12,2.05364,1.42196
8.13,2.18691,1.38209
8.14,2.31154,1.7409
8.15,2.42705,2.14622
8.16,2.53298,1.7409
8.17,2.62892,2.37879
8.18,2.71448,2.21267
8.19,2.78933,1.9934
8.2,2.85317,2.4253
8.21,2.90575,2.35221
8.22,2.94686,2.53161
8.23,2.97634,2.6047
8.24,2.99408,2.6047
8.25,3,2.63128
8.26,2.99408,2.69773
8.27,2.97634,2.67115
8.28,2.94686,2.69773
8.29,2.90575,2.74424
8.3,2.85317,2.73095
8.31,2.78933,2.75753
8.32,2.71448,2.5449
8.33,2.62892,2.50503
8.34,2.53298,2.21267
8.35,2.42705,2.39208
8.36,2.31154,2.11964
8.37,2.18691,2.05984
8.38,2.05364,2.1728
8.39,1.91227,1.72761
8.4,1.76336,2.00669
8.41,1.60748,1.7409
8.42,1.44526,1.40867
8.43,1.27734,1.26913
8.44,1.10437,1.06314
8.45,0.927051,1.08972
8.46,0.74607,1.25584
8.47,0.562144,0.67111
8.48,0.376,0.684399
8.49,0.188372,0.431903
8.5,2.57486e-12,0.631242
8.51,-0.188372,0.0465126
8.52,-0.376,-0.0265786
8.53,-0.562144,-0.245852
8.54,-0.74607,-0.205984
8.55,-0.927051,-0.0265786
8.56,-1.10437,-0.232563
8.57,-1.27734,-0.398679
8.58,-1.44526,-0.87045
8.59,-1.60748,-1.02328
8.6,-1.76336,-0.996698
8.61,-1.91227,-1.22262
8.62,-2.05364,-1.37544
8.63,-2.18691,-1.45518
8.64,-2.31154,-1.63459
8.65,-2.42705,-2.3057
8.66,-2.53298,-1.83392
8.67,-2.62892,-2.17945
8.68,-2.71448,-2.03991
8.69,-2.78933,-2.15287
8.7,-2.85317,-2.53826
8.71,-2.90575,-2.62464
8.72,-2.94686,-2.58477
8.73,-2.97634,-2.59806
8.74,-2.99408,-2.76418
8.75,-3,-2.55819
8.76,-2.99408,-2.72431
8.77,-2.97634,-2.62464
8.78,-2.94686,-2.52497
8.79,-2.90575,-2.75089
8.8,-2.85317,-2.55819
8.81,-2.78933,-2.61135
8.82,-2.71448,-2.58477
8.83,-2.62892,-2.66451
8.84,-2.53298,-2.19274
8.85,-2.42705,-2.21931
8.86,-2.31154,-2.26583
8.87,-2.18691,-2.16616
8.88,-2.05364,-2.35885
8.89,-1.91227,-1.98675
8.9,-1.76336,-1.77412
8.91,-1.60748,-1.6811
8.92,-1.44526,-1.31564
8.93,-1.27734,-1.76083
8.94,-1.10437,-1.44189
8.95,-0.927051,-1.13624
8.96,-0.74607,-0.764135
8.97,-0.562144,-0.830582
8.98,-0.376,-0.817293
8.99,-0.188372,-0.458481
9,-2.77773e-12,-0.0797359
9.01,0.188372,0.0863805
9.02,0.376,0.19934
9.03,0.562144,0.18605
9.04,0.74607,0.504994
9.05,0.927051,0.418613
9.06,1.10437,0.225918
9.07,1.27734,0.465126
9.08,1.44526,0.757491
9.09,1.60748,1.21597
9.1,1.76336,0.963475
9.11,1.91227,1.18275
9.12,2.05364,1.33558
9.13,2.18691,1.64123
9.14,2.31154,1.62794
9.15,2.42705,2.23925
9.16,2.53298,1.71432
9.17,2.62892,2.18609
9.18,2.71448,2.15951
9.19,2.78933,2.15951
9.2,2.85317,2.57813
9.21,2.90575,2.6047
9.22,2.94686,2.4253
9.23,2.97634,2.47846
9.24,2.99408,2.53161
9.25,3,2.68444
9.26,2.99408,2.69773
9.27,2.97634,2.69773
9.28,2.94686,2.69773
9.29,2.90575,2.74424
9.3,2.85317,2.74424
9.31,2.78933,2.78411
9.32,2.71448,2.78411
9.33,2.62892,2.50503
9.34,2.53298,2.22596
